Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
PL;;Nowy Targ, Plac Słowackiego;49.483597, 20.028992;BC;GIOS;µg/m³;0.41666;2019-12-31T23:00:00+01:00;Poland
PL;;CZ0TKAR;49.8637962341309, 18.5514526367188;NO2;EEA Czech Republic;µg/m³;23.9;2021-02-05T14:00:00+01:00;Poland
PL;;Ostrowiec Świętokrzyski, MOBILNA;50.946703, 21.394492;O3;GIOS;µg/m³;34.08;2020-12-31T08:00:00+01:00;Poland
PL;;Szczecin_Budzysza Wosia;53.447, 14.508000000000001;NO2;GIOS;µg/m³;12.6314;2019-12-31T23:00:00+01:00;Poland
PL;;Końskie, MOBILNA;51.189524, 20.408892;PM2.5;GIOS;µg/m³;0.0;2018-12-21T14:00:00+01:00;Poland
PL;;Komunikacyjna;52.21929306, 21.00583333;PM2.5;Poland;µg/m³;181.0;2017-01-08T08:00:00+01:00;Poland
PL;;Brzozowa;52.115556, 21.239167;NO2;Poland;µg/m³;40.3;2017-01-08T08:00:00+01:00;Poland
PL;;Brzozowa;52.115556, 21.239167;CO;Poland;µg/m³;3566.0;2017-01-08T08:00:00+01:00;Poland
PL;;Guty Duże;52.943056, 21.289167;SO2;Poland;µg/m³;5.0;2017-01-08T08:00:00+01:00;Poland
PT;Setúbal;PT04004;38.02, -8.6975;PM10;EEA Portugal;µg/m³;19.0;2022-10-04T19:00:00+02:00;Portugal
PT;Porto;PT01053;41.096667, -8.555833;NO2;EEA Portugal;µg/m³;9.1;2023-06-15T07:00:00+02:00;Portugal
PT;Aveiro;PT02017;40.635556, -8.646667;PM10;EEA Portugal;µg/m³;9.0;2023-06-15T05:00:00+02:00;Portugal
PT;Lisboa;PT03087;38.705, -9.210278;O3;EEA Portugal;µg/m³;59.0;2023-06-15T07:00:00+02:00;Portugal
PT;Porto;PT01051;41.308611, -8.720833;PM10;EEA Portugal;µg/m³;8.3;2023-06-15T07:00:00+02:00;Portugal
PT;Santarém;PT03096;39.3525, -8.466111;SO2;EEA Portugal;µg/m³;5.6;2023-06-15T07:00:00+02:00;Portugal
PT;Lisboa;PT03085;38.829722, -9.164444;NO2;EEA Portugal;µg/m³;2.6;2023-06-15T07:00:00+02:00;Portugal
PT;Lisboa;PT03071;38.768889, -9.108056;O3;EEA Portugal;µg/m³;70.0;2023-06-15T07:00:00+02:00;Portugal
PT;Lisboa;PT03089;38.785, -9.347222;SO2;EEA Portugal;µg/m³;2.9;2023-06-15T07:00:00+02:00;Portugal
PT;Braga;PT01046;41.449722, -8.296389;NO2;EEA Portugal;µg/m³;10.5;2023-06-15T07:00:00+02:00;Portugal
RO;Buzău;RO0123A;45.1536029994632, 26.819144;NO2;EEA Romania;µg/m³;11.40765409;2023-05-29T12:00:00+02:00;Romania
RO;Prahova;RO0178A;44.8502273594632, 26.02591705;NO2;EEA Romania;µg/m³;28.47231682;2023-05-29T12:00:00+02:00;Romania
RS;Nišavski upravni okrug;RS0005R;43.404011, 21.947746;SO2;EEA Servia;µg/m³;12.36848;2023-06-15T12:00:00+02:00;Serbia
RS;Šabac;Šabac;44.749781000000006, 19.693917;SO2;serbia;µg/m³;9.8705870333333;2023-06-15T02:00:00+02:00;Serbia
RS;Užice;Užice;43.854255, 19.843181;NO2;serbia;µg/m³;17.330874;2023-06-15T02:00:00+02:00;Serbia
RS;Beograd;Beograd Ada petlja;44.7913433933573, 20.4256007812383;SO2;serbia;µg/m³;12.427111416667;2023-06-14T23:00:00+02:00;Serbia
RS;Beograd;Beograd Barajevo;44.58871, 20.429121;NO2;serbia;µg/m³;2.4772055;2023-06-14T23:00:00+02:00;Serbia
RS;Beograd;Beograd Franša Deperea;44.794262, 20.463173;PM10;serbia;µg/m³;24.853684210526;2023-06-14T23:00:00+02:00;Serbia
RS;Beograd-Mladenovac;Beograd Mladenovac;44.44404699999999, 20.696033;PM2.5;serbia;µg/m³;18.6285;2023-06-14T23:00:00+02:00;Serbia
RS;Beograd;Beograd Ovča;44.88411200000001, 20.527552;NO2;serbia;µg/m³;6.5835641666667;2023-06-14T23:00:00+02:00;Serbia
SE;Stockholm;Valhallavägen;59.348618, 18.062386;NO2;Stockholm;µg/m³;6.8;2024-03-14T10:00:00+01:00;Sweden
SE;Stockholm;Hornsgatan;59.31713213999999, 18.04878744;NO2;Stockholm;µg/m³;11.9;2024-03-14T10:00:00+01:00;Sweden
SE;Stockholm;Hornsgatan;59.31713213999999, 18.04878744;PM2.5;Stockholm;µg/m³;15.0;2024-03-14T10:00:00+01:00;Sweden
SE;Naturvårdsverket;NET-SE0005C;63.845496999575694, 15.31973;PM10;EEA Sweden;µg/m³;3.8;2024-03-11T13:00:00+01:00;Sweden
SE;Naturvårdsverket;NET-SE0005C;59.72815099953301, 15.471994000000004;O3;EEA Sweden;µg/m³;82.8;2024-03-11T13:00:00+01:00;Sweden
SE;Västmanlands läns Luftvårdsförbund;NET-SE0003C;59.60769899953189, 16.535915999999997;NO2;EEA Sweden;µg/m³;9.214;2024-03-11T13:00:00+01:00;Sweden
SE;Östra Sveriges Luftvårdsförbund;NET-SE0004C;60.676167999542, 17.137639;PM10;EEA Sweden;µg/m³;82.955;2024-03-11T13:00:00+01:00;Sweden
SE;Östra Sveriges Luftvårdsförbund;NET-SE0004C;59.34049999952947, 18.037016;PM10;EEA Sweden;µg/m³;30.8125;2024-03-11T13:00:00+01:00;Sweden
SE;Västmanlands läns Luftvårdsf��rbund;NET-SE0003C;59.60769899953189, 16.535915999999997;PM10;EEA Sweden;µg/m³;26.19;2024-03-09T22:00:00+01:00;Sweden
SE;Jönköpings läns Luftvårdsförbund;NET-SE0011C;57.7782389995161, 14.159519000000001;NO2;EEA Sweden;µg/m³;22.63;2024-03-07T12:00:00+01:00;Sweden
SE;Östra Sveriges Luftvårdsf��rbund;NET-SE0004C;59.34082699952947, 18.058254;CO;EEA Sweden;µg/m³;187.871;2024-03-05T15:00:00+01:00;Sweden
SE;Dalarnas Luftvårdsförbund;NET-SE0009C;60.2814019995382, 15.989098;PM10;EEA Sweden;µg/m³;5.212;2024-02-28T11:00:00+01:00;Sweden
SE;Skellefte��;NET-SE2482A;64.74953099958591, 20.960068000000007;PM2.5;EEA Sweden;µg/m³;7.31667;2024-02-06T09:00:00+01:00;Sweden
SE;Stockholm;SE0003A;59.31721999952921, 18.04918;NO2;EEA Sweden;µg/m³;31.3625;2024-01-29T21:00:00+01:00;Sweden
SI;Kranj;Kranj;46.242115, 14.366963;PM10;Slovenian Environment Agency;µg/m³;16.0;2024-03-13T10:00:00+01:00;Slovenia
SK;Urban and Local Air Quality Monitoring Network;NET-SK001A;48.158370999466555, 17.128917000000005;PM10;EEA Slovakia;µg/m³;31.939;2024-03-11T08:00:00+01:00;Slovakia
SK;Urban and Local Air Quality Monitoring Network;NET-SK001A;48.73515599946787, 19.154914;PM2.5;EEA Slovakia;µg/m³;17.901;2024-03-11T13:00:00+01:00;Slovakia
SK;Urban and Local Air Quality Monitoring Network;NET-SK001A;48.59210199946752, 21.175192;PM10;EEA Slovakia;µg/m³;23.021;2024-03-11T13:00:00+01:00;Slovakia
SK;Urban and Local Air Quality Monitoring Network;NET-SK001A;48.91559599946833, 20.874058;CO;EEA Slovakia;µg/m³;543.808;2024-03-11T13:00:00+01:00;Slovakia
SK;Urban and Local Air Quality Monitoring Network;NET-SK001A;49.061469999468706, 20.28578;NO2;EEA Slovakia;µg/m³;21.6152;2024-03-11T13:00:00+01:00;Slovakia
SK;EMEP and Rural;NET-SK004A;49.04277799946867, 22.260000000000005;NO2;EEA Slovakia;µg/m³;1.38199;2024-03-11T13:00:00+01:00;Slovakia
SK;Urban and Local Air Quality Monitoring Network;NET-SK001A;48.73311999946785, 18.756377000000004;SO2;EEA Slovakia;µg/m³;10.8938;2024-03-11T13:00:00+01:00;Slovakia
SK;Urban and Local Air Quality Monitoring Network;NET-SK001A;48.59955799946753, 18.842461;PM10;EEA Slovakia;µg/m³;16.253;2024-03-11T13:00:00+01:00;Slovakia
SK;Urban and Local Air Quality Monitoring Network;NET-SK001A;49.435379999469774, 18.88362;PM10;EEA Slovakia;µg/m³;14.263;2024-03-11T13:00:00+01:00;Slovakia
SK;Žilinský kraj;SK0008A;49.0791664094688, 19.30252457;NO2;EEA Slovakia;µg/m³;27.0242;2024-01-29T20:00:00+01:00;Slovakia
SK;Bratislavský kraj;SK0001A;48.1250189994665, 17.125611;NO2;EEA Slovakia;µg/m³;12.9829;2024-01-29T19:00:00+01:00;Slovakia
SK;Košický kraj;SK0030A;48.8741645794682, 21.83750343;PM10;EEA Slovakia;µg/m³;35.63;2024-01-29T20:00:00+01:00;Slovakia
SK;Nitriansky kraj;SK0134A;48.2830499994668, 18.14112;PM2.5;EEA Slovakia;µg/m³;18.468;2024-01-29T20:00:00+01:00;Slovakia
TH;Lampang;Health Promotion Hospital Banthasri;18.4267833, 99.7576333;PM2.5;Air4Thai;µg/m³;16.0;2023-05-31T02:00:00+02:00;Thailand
TH;Khon Kaen;Hydrogeological Group Water Resources Regional Office4 khonkaen;16.44538333, 102.83525;SO2;Air4Thai;ppm;0.0;2022-09-09T10:00:00+02:00;Thailand
TH;Chon buri;Laem Chabang Municipal Stadium;13.11923333, 100.91855;PM2.5;Air4Thai;µg/m³;13.0;2023-05-31T02:00:00+02:00;Thailand
TH;Chiang Rai;Maesai Health Office;20.427325, 99.883842;NO2;Air4Thai;ppm;0.006;2023-05-31T02:00:00+02:00;Thailand
TH;Chiang Rai;Maesai Health Office;20.427325, 99.883842;O3;Air4Thai;ppm;0.02;2023-05-31T02:00:00+02:00;Thailand
TH;Yala;White Elephant Park;6.546205, 101.283137;PM2.5;Air4Thai;µg/m³;17.0;2023-05-31T02:00:00+02:00;Thailand
TH;Nakhon Si Thammarat;Elderly Health Rehabilitation Center;8.426923, 99.961469;SO2;Air4Thai;ppm;0.001;2023-05-31T02:00:00+02:00;Thailand
TH;N/A;Water reservoir;13.832076, 100.057961;PM10;AirNow;µg/m³;21.0;2023-05-31T02:00:00+02:00;Thailand
TH;Bangkok;Ladphrao District Office, Bangkok;13.803587, 100.607535;PM2.5;Air4Thai;µg/m³;19.0;2023-05-31T02:00:00+02:00;Thailand
TH;Trat;Trat Provincial Central Stadium;12.234862, 102.523721;SO2;Air4Thai;ppm;0.0;2023-05-31T02:00:00+02:00;Thailand
TH;Surat Thani;Environment Agency Section 14, Surat Thani;9.126017, 99.325145;SO2;Air4Thai;ppm;0.009;2022-03-15T11:00:00+01:00;Thailand
TH;Nakhon Phanom;Meteorological stations, Nakhon Phanom;17.412345, 104.7786123;SO2;Air4Thai;ppm;0.001;2023-05-31T02:00:00+02:00;Thailand
TH;Rayong;Government Complex, Rayong;12.7066, 101.18055;NO2;Air4Thai;ppm;0.024;2023-02-20T16:00:00+01:00;Thailand
TH;Rayong;Government Complex, Rayong;12.7066, 101.18055;PM10;Air4Thai;µg/m³;25.0;2023-05-31T02:00:00+02:00;Thailand
TH;Mae Hong Son;Natural Resources and Environment Office, Mae Hongson;19.30455, 97.97165;PM10;Air4Thai;µg/m³;14.0;2023-05-31T02:00:00+02:00;Thailand
TH;Mae Hong Son;Natural Resources and Environment Office, Mae Hongson;19.30455, 97.97165;O3;Air4Thai;ppm;0.029;2023-05-26T11:00:00+02:00;Thailand
TH;Nong Khai;Nong Thin Public Park, Nong Khai;17.87748, 102.728925;NO2;Air4Thai;ppm;0.004;2023-05-31T02:00:00+02:00;Thailand
TH;Chiang Mai;City Hall, Chiangmai;18.840732, 98.96978;NO2;Air4Thai;ppm;0.0;2022-09-07T08:00:00+02:00;Thailand
TH;N/A;Highway NO.3902;13.636514, 100.414262;O3;AirNow;ppm;0.001;2023-03-17T04:00:00+01:00;Thailand
TH;Lampang;Health Promotion Hospital Sob Pad, Lampang;18.2508166, 99.76395;SO2;Air4Thai;ppm;0.002;2023-03-08T04:00:00+01:00;Thailand
TH;Trang;Polytechnic College, Trang;7.570238, 99.588743;PM10;Air4Thai;µg/m³;22.0;2023-05-31T02:00:00+02:00;Thailand
TH;Sukhothai;Le Thai Community Park;17.006059, 99.81927;SO2;Air4Thai;ppm;0.0;2023-05-31T02:00:00+02:00;Thailand
TH;Bangkok;Benjakitti Park;13.7328791, 100.5600172;PM2.5;Air4Thai;µg/m³;16.0;2023-05-31T02:00:00+02:00;Thailand
TH;Phichit;Phichit Provincial , Phichit;16.442554, 100.322756;PM10;Air4Thai;µg/m³;30.0;2023-05-28T18:00:00+02:00;Thailand
TH;Phichit;Phichit Provincial , Phichit;16.442554, 100.322756;CO;Air4Thai;ppm;0.48;2023-05-28T18:00:00+02:00;Thailand
TH;Phichit;Phichit Provincial , Phichit;16.442554, 100.322756;SO2;Air4Thai;ppm;0.001;2023-05-28T13:00:00+02:00;Thailand
TH;Kamphaeng Phet;Sirichit Thai Cultural Conservation Ground;16.475374, 99.525425;CO;Air4Thai;ppm;0.65;2023-05-26T19:00:00+02:00;Thailand
TH;Kamphaeng Phet;Sirichit Thai Cultural Conservation Ground;16.475374, 99.525425;PM10;Air4Thai;µg/m³;47.0;2023-05-26T17:00:00+02:00;Thailand
TH;Sukhothai;Le Thai Community Park;17.006059, 99.81927;PM10;Air4Thai;µg/m³;41.0;2023-05-25T06:00:00+02:00;Thailand
TH;Sukhothai;Le Thai Community Park;17.006059, 99.81927;O3;Air4Thai;ppm;0.032;2023-05-24T21:00:00+02:00;Thailand
TH;Sukhothai;Le Thai Community Park;17.006059, 99.81927;PM2.5;Air4Thai;µg/m³;19.0;2023-05-24T12:00:00+02:00;Thailand
TH;Phichit;Phichit Provincial , Phichit;16.442554, 100.322756;O3;Air4Thai;ppm;0.047;2023-05-24T11:00:00+02:00;Thailand
TH;Chanthaburi;Chanthaburi Meteorological Station;12.6095704, 102.1040804;O3;Air4Thai;ppm;0.003;2023-04-12T23:00:00+02:00;Thailand
TH;Prachuap Khiri Khan;Hua Hin Weather Station Prachuap Khiri Khan Meteorological Station;12.577835, 99.953663;PM10;Air4Thai;µg/m³;62.0;2023-04-12T23:00:00+02:00;Thailand
TH;Prachuap Khiri Khan;Hua Hin Weather Station Prachuap Khiri Khan Meteorological Station;12.577835, 99.953663;O3;Air4Thai;ppm;0.029;2023-04-12T22:00:00+02:00;Thailand
US;Yuba City;Yuba City;39.13868, -121.61884;NO;AirNow;ppm;0.0001;2023-05-31T01:00:00+02:00;United States
US;Thomasville-Lexington;LWATTOWR;35.8145, -80.2627;PM2.5;AirNow;µg/m³;4.0;2023-05-31T01:00:00+02:00;United States
US;Bakersfield;Bakersfield - Califo;35.356615, -119.062613;PM2.5;AirNow;µg/m³;6.5;2023-05-31T01:00:00+02:00;United States
US;MARIPOSA;Yosemite Village - V;37.748707, -119.587094;PM2.5;AirNow;µg/m³;2.0;2023-05-31T01:00:00+02:00;United States
US;Ogden-Clearfield;BV;40.897999, -111.885498;O3;AirNow;ppm;0.057;2023-05-31T01:00:00+02:00;United States
US;Sioux Falls;SF-USD;43.59901, -96.78331;PM10;AirNow;µg/m³;43.0;2023-04-12T19:00:00+02:00;United States
US;CLARK;Walnut Rec.;36.214465, -115.091437;CO;AirNow;ppm;0.1;2023-05-31T01:00:00+02:00;United States
US;BALTIMORE (CITY);Lake Montebello;39.33746, -76.58905;NO;AirNow;ppm;0.0004;2023-05-31T01:00:00+02:00;United States
US;N/A;Salton Sea Beach;33.37911, -116.016056;PM2.5;AirNow;µg/m³;7.7;2023-05-31T01:00:00+02:00;United States
US;Salem;Woodburn Chemeketa C;45.143141, -122.854708;PM2.5;AirNow;µg/m³;2.5;2023-05-31T01:00:00+02:00;United States
US;N/A;Santa Rosa Rancheria;36.233333, -119.765083;PM10;AirNow;µg/m³;50.0;2023-05-31T01:00:00+02:00;United States
US;VIRGINIA BEACH;Tidewater Regional O;36.84188, -76.18123;PM2.5;AirNow;µg/m³;23.4;2023-05-31T01:00:00+02:00;United States
US;Bakersfield;Mojave - Pat Ave;35.04944, -118.18893;PM2.5;AirNow;µg/m³;10.6;2023-05-31T01:00:00+02:00;United States
US;JO DAVIESS;Stockton;42.2869, -89.9997;O3;AirNow;ppm;0.075;2023-05-30T22:00:00+02:00;United States
US;Kalamazoo-Portage;KALAMAZOO;42.2781, -85.5419;O3;AirNow;ppm;0.067;2023-05-30T22:00:00+02:00;United States
US;St. Louis;Forest Park;38.631057, -90.281144;CO;AirNow;ppm;0.3;2023-05-30T22:00:00+02:00;United States
US;MASON;SCOTTVILLE;43.9533, -86.2944;O3;AirNow;ppm;0.07;2023-05-30T22:00:00+02:00;United States
US;MONTGOMERY;Candor;35.26, -79.84;O3;AirNow;ppm;0.041;2023-05-30T22:00:00+02:00;United States
US;WALKER;Rossville-Williams S;34.9784, -85.2943;PM2.5;AirNow;µg/m³;7.1;2023-05-30T22:00:00+02:00;United States
US;Visalia-Porterville;Visalia - W Ashland;36.30815, -119.3129;PM2.5;AirNow;µg/m³;5.0;2023-05-30T22:00:00+02:00;United States
US;Champaign-Urbana;Bondville;40.0519, -88.3724;O3;AirNow;ppm;0.07;2023-05-30T21:00:00+02:00;United States
US;PRINCE EDWARD;Prince Edward;37.17, -78.31;O3;AirNow;ppm;0.026;2023-05-30T21:00:00+02:00;United States
US;MONO;Mammoth Lakes;37.645718, -118.966515;PM10;AirNow;µg/m³;11.0;2023-05-30T21:00:00+02:00;United States
US;Knoxville;EASTKNOX;36.085, -83.7644;O3;AirNow;ppm;0.042;2023-05-30T20:00:00+02:00;United States
US;Lakeland;Fl. Baptist Children;28.0294, -81.9719;PM10;AirNow;µg/m³;13.0;2023-05-30T20:00:00+02:00;United States
US;Lakeland;Fl. Baptist Children;28.0294, -81.9719;PM2.5;AirNow;µg/m³;11.4;2023-05-30T20:00:00+02:00;United States
US;Sierra Vista-Douglas;Paul Spur Chemical L;31.3658, -109.7309;PM10;AirNow;µg/m³;17.0;2023-05-30T19:00:00+02:00;United States
US;WARREN;Columbia;40.924606, -75.067825;O3;AirNow;ppm;0.037;2023-05-30T19:00:00+02:00;United States
US;SUBLETTE;Pinedale Gaseous;42.8698, -109.8708;NOX;AirNow;ppm;0.0036;2023-05-30T17:00:00+02:00;United States
US;SUBLETTE;Daniel South;42.7914, -110.0547;NO2;AirNow;ppm;0.0;2023-05-30T17:00:00+02:00;United States
US;SUBLETTE;Juel Spring;42.373001, -109.563004;NO2;AirNow;ppm;0.001;2023-05-30T17:00:00+02:00;United States
US;Rock Springs;Wamsutter;41.6778, -108.0242;NOX;AirNow;ppm;0.0007;2023-05-30T17:00:00+02:00;United States
US;MONO;Mammoth Lakes;37.645718, -118.966515;PM10;AirNow;µg/m³;14.0;2023-05-30T17:00:00+02:00;United States
US;Orlando-Kissimmee;Winter Park;28.5997, -81.3628;NOX;AirNow;ppm;0.021;2023-05-30T13:00:00+02:00;United States
US;Tampa-St. Petersburg-Clearwater;Azalea;27.7858, -82.74;PM2.5;AirNow;µg/m³;13.1;2023-05-30T13:00:00+02:00;United States
US;HOLMES;Bonifay;30.8475, -85.6044;O3;AirNow;ppm;0.007;2023-05-30T13:00:00+02:00;United States
US;Palm Bay-Melbourne-Titusville;Melbourne;28.0542, -80.6283;O3;AirNow;ppm;0.028;2023-05-30T13:00:00+02:00;United States
US;PALM BEACH;Delray Beach;26.456944, -80.092778;PM2.5;AirNow;µg/m³;6.5;2023-05-30T13:00:00+02:00;United States
US;NORTH SLOPE;BLM-Kaktovik;70.1319, -143.6239;PM2.5;AirNow;µg/m³;2.2;2023-05-30T13:00:00+02:00;United States
US;Beaumont-Port Arthur;Thomas Jefferson Sch;29.9219, -93.9139;PM2.5;AirNow;µg/m³;19.0;2023-05-30T09:00:00+02:00;United States
US;Dallas-Fort Worth-Arlington;Haws Athletic Center;32.7592, -97.3414;PM2.5;AirNow;µg/m³;10.3;2023-05-30T09:00:00+02:00;United States
US;Bismarck;Bismarck Residential;46.8253, -100.7681;SO2;AirNow;ppm;0.0;2023-05-30T09:00:00+02:00;United States
US;OLIVER;Hannover;47.1858, -101.4281;SO2;AirNow;ppm;0.0005;2023-05-30T09:00:00+02:00;United States
US;MC KENZIE;TRNP-NU;47.6011, -103.2642;NO2;AirNow;ppm;0.0014;2023-05-30T09:00:00+02:00;United States
US;Reno-Sparks;Lemmon Valley;39.645288, -119.840051;O3;AirNow;ppm;0.022;2023-05-30T08:00:00+02:00;United States
US;MONO;Mammoth Lakes;37.645718, -118.966515;PM2.5;AirNow;µg/m³;7.0;2023-05-29T10:00:00+02:00;United States
US;BLAINE;Ketchum;43.682556, -114.371094;PM2.5;AirNow;µg/m³;4.0;2023-05-27T02:00:00+02:00;United States
US;Raleigh-Cary;Millbrook NCore;35.856111, -78.574167;NO2;AirNow;ppm;0.0036;2023-05-23T01:00:00+02:00;United States
US;NORTH SLOPE;BLM-Kaktovik;70.1319, -143.6239;O3;AirNow;ppm;0.044;2023-05-23T01:00:00+02:00;United States
US;NORTH SLOPE;BLM-Kaktovik;70.1319, -143.6239;PM2.5;AirNow;µg/m³;2.1;2023-05-22T19:00:00+02:00;United States
US;NORTH SLOPE;BLM-Kaktovik;70.1319, -143.6239;CO;AirNow;ppm;0.2;2023-05-22T15:00:00+02:00;United States
US;San Francisco-Oakland-Fremont;Pleasanton - Owens C;37.701222, -121.903019;NO;AirNow;ppm;0.0026;2023-05-14T10:00:00+02:00;United States
US;Riverside-San Bernardino-Ontario;Riverside - Rubidoux;33.999449, -117.415831;CO;AirNow;ppm;0.2;2023-04-29T12:00:00+02:00;United States
US;Riverside-San Bernardino-Ontario;Riverside - Rubidoux;33.999449, -117.415831;CO;AirNow;ppm;0.3;2023-04-29T07:00:00+02:00;United States
US;Sacramento--Arden-Arcade--Roseville;Placerville - Canal;38.730278, -120.813697;O3;AirNow;ppm;0.047;2023-04-13T02:00:00+02:00;United States
US;Bishop;NCORE - Bishop;37.360701, -118.330835;PM10;AirNow;µg/m³;11.0;2023-02-20T05:00:00+01:00;United States
US;CLAY;Vermillion;42.789453, -96.903867;O3;AirNow;ppm;0.018;2023-01-08T16:00:00+01:00;United States
US;MINIDOKA;Paul E-Sampler;42.607817, -113.786817;PM2.5;AirNow;µg/m³;12.6;2022-10-18T22:00:00+02:00;United States
US;Cape Coral-Fort Myers;Winkler Pump Station;26.6028, -81.8789;PM10;AirNow;µg/m³;23.0;2020-03-16T13:00:00+01:00;United States
US;New York-Northern New Jersey-Long Island;Newark Firehouse;40.720989, -74.192894;O3;AirNow;ppm;0.008;2022-09-26T12:00:00+02:00;United States
US;PLUMAS;Quincy BAM;39.9369, -120.9478;PM2.5;AirNow;µg/m³;4.0;2022-09-19T16:00:00+02:00;United States
US;New York-Northern New Jersey-Long Island;Morrisania;40.8367, -73.9214;PM2.5;AirNow;µg/m³;3.7;2022-05-25T20:00:00+02:00;United States
US;GARFIELD;Escalante;37.771861, -111.61541;O3;AirNow;ppm;0.049;2022-05-25T20:00:00+02:00;United States
US;BOONE;Nature Center;38.967461, -84.721483;O3;AirNow;ppm;0.018;2022-05-25T16:00:00+02:00;United States
US;MARIPOSA;Yosemite Village - V;37.748707, -119.587094;PM2.5;AirNow;µg/m³;8.0;2022-05-25T14:00:00+02:00;United States
US;HAMILTON;White Springs Plant;30.426029, 82.795356;SO2;AirNow;ppm;0.001;2022-05-25T13:00:00+02:00;United States
US;SAN LUIS OBISPO;Nipomo Mesa CDF;35.04676, -120.58777;PM10;AirNow;µg/m³;26.0;2022-05-25T10:00:00+02:00;United States
US;HAMILTON;White Springs Plant;30.426029, 82.795356;SO2;AirNow;ppm;0.001;2022-05-25T06:00:00+02:00;United States
US;WASHINGTON;Blair;41.550658, -96.146622;PM2.5;AirNow;µg/m³;2.0;2022-05-25T05:00:00+02:00;United States
US;Knoxville;Rule;35.97773, -83.9504;PM2.5;AirNow;µg/m³;8.0;2022-05-25T04:00:00+02:00;United States
US;Boston-Cambridge-Quincy;LYNN;42.474701, -70.971901;NO2;AirNow;ppm;0.003;2022-05-02T10:00:00+02:00;United States
US;GARFIELD;Escalante;37.771861, -111.61541;O3;AirNow;ppm;0.049;2022-05-19T06:00:00+02:00;United States
US;DOUGLAS;TRPA Office;38.966434, -119.931016;PM2.5;AirNow;µg/m³;12.0;2022-05-18T00:00:00+02:00;United States
US;DOUGLAS;TRPA Office;38.966434, -119.931016;PM2.5;AirNow;µg/m³;14.8;2022-05-17T23:00:00+02:00;United States
US;SAGADAHOC;Popham Beach SP;43.736277, -69.797654;O3;AirNow;ppm;0.017;2022-05-16T12:00:00+02:00;United States
US;Helena;Pioneer Park;46.58432, -112.041621;PM2.5;AirNow;µg/m³;14.0;2022-03-22T16:00:00+01:00;United States
US;HAMILTON;White Springs;30.4264, -82.7947;PM2.5;AirNow;µg/m³;17.0;2022-01-27T14:00:00+01:00;United States
US;Riverside-San Bernardino-Ontario;Perris;33.789331, -117.227639;O3;AirNow;ppm;0.017;2021-12-02T18:00:00+01:00;United States
US;Charleston-North Charleston;Charleston Public Wo;32.791, -79.959;PM2.5;AirNow;µg/m³;9.8;2021-11-09T16:00:00+01:00;United States
US;Fort Wayne;Fort Wayne-Beacon St;41.094965, -85.101816;O3;AirNow;ppm;0.019;2021-09-30T15:00:00+02:00;United States
US;FRESNO;Fresno-Pacific;;PM2.5;AirNow;µg/m³;32.6;2021-08-16T22:00:00+02:00;United States
US;Napa;Napa - Napa Valley C;38.278849, -122.275024;PM2.5;AirNow;µg/m³;2.0;2021-05-20T16:00:00+02:00;United States
US;Rock Springs;Seedskadee;41.905004, -109.849956;SO2;AirNow;ppm;0.001;2021-03-31T19:00:00+02:00;United States
US;GBU;GBUAPCD EBAM @ Lone;36.6089885, -118.057945;PM10;AirNow;µg/m³;8.2;2020-12-01T21:00:00+01:00;United States
US;Las Vegas-Paradise;Apex;36.39103, -114.907429;O3;AirNow;ppm;0.02;2020-10-01T16:00:00+02:00;United States
US;Bakersfield;Mojave - 923 Poole S;35.05045, -118.14778;O3;AirNow;ppm;0.068;2020-09-01T19:00:00+02:00;United States
US;CONVERSE;PRB-Antelope;43.42542, -105.389;NO2;AirNow;ppm;-0.001;2020-08-28T00:00:00+02:00;United States
US;SWEETWATER;Hiawatha;41.15778, -108.619446;O3;AirNow;ppm;0.066;2020-08-26T21:00:00+02:00;United States
US;GBU;GBUAPCD EBAM @ Crowl;37.566762, -118.745363;PM2.5;AirNow;µg/m³;-2.0;2020-07-25T08:00:00+02:00;United States
US;CA8 - ARB;MMCA81014;35.4079055, -120.546649;PM2.5;AirNow;µg/m³;4.0;2020-03-19T14:00:00+01:00;United States
US;CA8 - ARB;MMCA81010;40.889815, -122.386215;PM2.5;AirNow;µg/m³;8.0;2020-02-27T21:00:00+01:00;United States
US;LEBANON;Lebanon;40.33733, -76.383446;PM2.5;AirNow;µg/m³;5.8;2020-01-10T11:00:00+01:00;United States
US;CA8 - ARB;MMCA81016;41.304238, -123.537183;PM2.5;AirNow;µg/m³;5.0;2019-11-25T23:00:00+01:00;United States
US;CA8 - ARB;MMCA81014;35.407702, -120.548387;PM2.5;AirNow;µg/m³;7.0;2019-11-23T12:00:00+01:00;United States
US;SANDOVAL;MOBILE - SANTA ANA;35.338407, -106.524292;O3;AirNow;ppm;0.044;2019-11-21T15:00:00+01:00;United States
US;SWAIN;BRYSON;35.4356, -83.4436;PM2.5;AirNow;µg/m³;11.0;2019-08-11T20:00:00+02:00;United States
US;GRANVILLE;BUTNER;36.1408, -78.7692;O3;AirNow;ppm;0.048;2019-08-12T17:00:00+02:00;United States
US;051;Newport_Mobile;46.5592, -120.494699;PM2.5;AirNow;µg/m³;2.0;2019-07-26T10:00:00+02:00;United States
US;WAYNE;LIVONIA NEAR ROAD;42.421494, -83.425168;CO;AirNow;ppm;0.3;2019-06-25T06:00:00+02:00;United States
